puzzle_id,sub_puzzle_id,image_path,origin_question,true_answer,sub_question,answer,level,sub_question_id,subquestion_image_path
37,15,37/img/puzzle_37_e_15.png,"A man wants to get from room A to room B in his house, where each room is connected to any neighboring room by a door. The minimum number of doors that he needs to go through is: A: 1,B: 3,C: 7,D: 4,E: 5",B,nan,NO_FINAL_ANSWER,nan,37-15-1,nan
37,16,37/img/puzzle_37_e_16.png,"Each room in a man's house is connected to any neighboring room by a door. The man wants to get from room A to room B. What is the minimum number of doors that he needs to go through? A: 2,B: 4,C: 3,D: 1,E: 5",A,nan,NO_FINAL_ANSWER,nan,37-16-1,nan
37,17,37/img/puzzle_37_e_17.png,"In a man's house, each room is connected to any neighboring room by a door. The man wants to get from room A to room B. What is the minimum number of doors that he needs to go through? A: 3,B: 1,C: 6,D: 2,E: 5",D,nan,NO_FINAL_ANSWER,nan,37-17-1,nan
37,18,37/img/puzzle_37_e_18.png,"A man wants to get from room A to room B in his house, where each room is connected to any neighboring room by a door. The minimum number of doors that he needs to go through is: A: 7,B: 3,C: 5,D: 2,E: 4",B,nan,NO_FINAL_ANSWER,nan,37-18-1,nan
37,19,37/img/puzzle_37_e_19.png,"A man wants to get from room A to room B in his house, where each room is connected to any neighboring room by a door. What is the minimum number of doors that he needs to go through? A: 2,B: 1,C: 5,D: 4,E: 3",A,nan,NO_FINAL_ANSWER,nan,37-19-1,nan
37,20,37/img/puzzle_37_e_20.png,"A man wants to get from room A to room B in his house, where each room is connected to any neighboring room by a door. The least number of doors that he needs to go through is: A: 6,B: 1,C: 3,D: 5,E: 4",C,nan,NO_FINAL_ANSWER,nan,37-20-1,nan
37,21,37/img/puzzle_37_e_21.png,"A man wants to get from room A to room B in his house, where each room is connected to any neighboring room by a door. What is the least number of doors that he needs to go through? A: 3,B: 5,C: 4,D: 2,E: 6",D,nan,NO_FINAL_ANSWER,nan,37-21-1,nan
37,22,37/img/puzzle_37_e_22.png,"In a man's house, each room is connected to any neighboring room by a door. The man wants to get from room A to room B. What is the least number of doors that he needs to go through? A: 2,B: 6,C: 1,D: 5,E: 3",A,nan,NO_FINAL_ANSWER,nan,37-22-1,nan
37,23,37/img/puzzle_37_e_23.png,"Each room in a man's house is connected to any neighboring room by a door. Th man wants to get from room A to room B. The least number of doors that he needs to go through is: A: 2,B: 4,C: 5,D: 3,E: 1",D,nan,NO_FINAL_ANSWER,nan,37-23-1,nan
37,24,37/img/puzzle_37_e_24.png,"In a man's house, each room is connected to any neighboring room by a door. The man wants to get from room A to room B. The minimum number of doors that he needs to go through is: A: 2,B: 5,C: 6,D: 1,E: 3",A,nan,NO_FINAL_ANSWER,nan,37-24-1,nan
37,25,37/img/puzzle_37_e_25.png,"Each room in a man's house is connected to any neighboring room by a door. Th man wants to get from room A to room B. The least number of doors that he needs to go through is: A: 4,B: 5,C: 6,D: 3,E: 2",E,nan,NO_FINAL_ANSWER,nan,37-25-1,nan
37,26,37/img/puzzle_37_e_26.png,"In a man's house, each room is connected to any neighboring room by a door. The man wants to get from room A to room B. The minimum number of doors that he needs to go through is: A: 1,B: 6,C: 4,D: 2,E: 5",D,nan,NO_FINAL_ANSWER,nan,37-26-1,nan
37,27,37/img/puzzle_37_e_27.png,"Each room in a man's house is connected to any neighboring room by a door. The man wants to get from room A to room B. The minimum number of doors that he needs to go through is: A: 2,B: 4,C: 1,D: 5,E: 3",C,nan,NO_FINAL_ANSWER,nan,37-27-1,nan
37,28,37/img/puzzle_37_e_28.png,"A man wants to get from room A to room B in his house. Each room is connected to any neighboring room by a door. What is the least number of doors that he needs to go through? A: 4,B: 3,C: 5,D: 2,E: 6",D,nan,NO_FINAL_ANSWER,nan,37-28-1,nan
37,29,37/img/puzzle_37_e_29.png,"In a man's house, each room is connected to any neighboring room by a door. The man wants to get from room A to room B. What is the least number of doors that he needs to go through? A: 5,B: 3,C: 4,D: 6,E: 2",E,nan,NO_FINAL_ANSWER,nan,37-29-1,nan
37,30,37/img/puzzle_37_e_30.png,"In a man's house, each room is connected to any neighboring room by a door. The man wants to get from room A to room B. What is the least number of doors that he needs to go through? A: 6,B: 2,C: 7,D: 4,E: 5",D,nan,NO_FINAL_ANSWER,nan,37-30-1,nan
37,31,37/img/puzzle_37_e_31.png,"A man wants to get from room A to room B in his house, where each room is connected to any neighboring room by a door. What is the least number of doors that he needs to go through? A: 2,B: 1,C: 5,D: 4,E: 3",A,nan,NO_FINAL_ANSWER,nan,37-31-1,nan
37,32,37/img/puzzle_37_e_32.png,"A man wants to get from room A to room B in his house, where each room is connected to any neighboring room by a door. The minimum number of doors that he needs to go through is: A: 3,B: 4,C: 1,D: 2,E: 6",D,nan,NO_FINAL_ANSWER,nan,37-32-1,nan
37,33,37/img/puzzle_37_e_33.png,"A man wants to get from room A to room B in his house, where each room is connected to any neighboring room by a door. What is the least number of doors that he needs to go through? A: 4,B: 6,C: 2,D: 1,E: 3",C,nan,NO_FINAL_ANSWER,nan,37-33-1,nan
37,34,37/img/puzzle_37_e_34.png,"A man wants to get from room A to room B in his house, where each room is connected to any neighboring room by a door. The least number of doors that he needs to go through is: A: 2,B: 5,C: 1,D: 4,E: 3",C,nan,NO_FINAL_ANSWER,nan,37-34-1,nan
37,35,37/img/puzzle_37_e_35.png,"A man wants to get from room A to room B in his house. Each room is connected to any neighboring room by a door. The least number of doors that he needs to go through is: A: 5,B: 1,C: 2,D: 4,E: 3",C,nan,NO_FINAL_ANSWER,nan,37-35-1,nan
37,36,37/img/puzzle_37_e_36.png,"A man wants to get from room A to room B in his house, where each room is connected to any neighboring room by a door. What is the least number of doors that he needs to go through? A: 4,B: 3,C: 2,D: 5,E: 6",C,nan,NO_FINAL_ANSWER,nan,37-36-1,nan
37,37,37/img/puzzle_37_e_37.png,"A man wants to get from room A to room B in his house. Each room is connected to any neighboring room by a door. What is the minimum number of doors that he needs to go through? A: 6,B: 2,C: 3,D: 4,E: 1",C,nan,NO_FINAL_ANSWER,nan,37-37-1,nan
37,38,37/img/puzzle_37_e_38.png,"In a man's house, each room is connected to any neighboring room by a door. The man wants to get from room A to room B. The minimum number of doors that he needs to go through is: A: 6,B: 3,C: 5,D: 1,E: 2",E,nan,NO_FINAL_ANSWER,nan,37-38-1,nan
37,39,37/img/puzzle_37_e_39.png,"A man wants to get from room A to room B in his house, where each room is connected to any neighboring room by a door. The minimum number of doors that he needs to go through is: A: 3,B: 2,C: 6,D: 7,E: 1",A,nan,NO_FINAL_ANSWER,nan,37-39-1,nan
37,40,37/img/puzzle_37_e_40.png,"A man wants to get from room A to room B in his house, where each room is connected to any neighboring room by a door. What is the minimum number of doors that he needs to go through? A: 2,B: 4,C: 6,D: 1,E: 5",A,nan,NO_FINAL_ANSWER,nan,37-40-1,nan
37,41,37/img/puzzle_37_e_41.png,"In a man's house, each room is connected to any neighboring room by a door. The man wants to get from room A to room B. What is the least number of doors that he needs to go through? A: 1,B: 7,C: 4,D: 3,E: 6",D,nan,NO_FINAL_ANSWER,nan,37-41-1,nan
37,42,37/img/puzzle_37_e_42.png,"A man wants to get from room A to room B in his house. Each room is connected to any neighboring room by a door. The minimum number of doors that he needs to go through is: A: 7,B: 5,C: 3,D: 4,E: 6",C,nan,NO_FINAL_ANSWER,nan,37-42-1,nan
37,43,37/img/puzzle_37_e_43.png,"A man wants to get from room A to room B in his house, where each room is connected to any neighboring room by a door. The least number of doors that he needs to go through is: A: 2,B: 5,C: 6,D: 3,E: 4",D,nan,NO_FINAL_ANSWER,nan,37-43-1,nan
37,44,37/img/puzzle_37_e_44.png,"A man wants to get from room A to room B in his house. Each room is connected to any neighboring room by a door. What is the least number of doors that he needs to go through? A: 2,B: 3,C: 5,D: 6,E: 1",A,nan,NO_FINAL_ANSWER,nan,37-44-1,nan
37,45,37/img/puzzle_37_e_45.png,"A man wants to get from room A to room B in his house, where each room is connected to any neighboring room by a door. The minimum number of doors that he needs to go through is: A: 1,B: 3,C: 6,D: 4,E: 2",E,nan,NO_FINAL_ANSWER,nan,37-45-1,nan
37,46,37/img/puzzle_37_e_46.png,"A man wants to get from room A to room B in his house, where each room is connected to any neighboring room by a door. The minimum number of doors that he needs to go through is: A: 6,B: 3,C: 1,D: 5,E: 2",E,nan,NO_FINAL_ANSWER,nan,37-46-1,nan
37,47,37/img/puzzle_37_e_47.png,"Each room in a man's house is connected to any neighboring room by a door. The man wants to get from room A to room B. The minimum number of doors that he needs to go through is: A: 4,B: 2,C: 6,D: 3,E: 7",D,nan,NO_FINAL_ANSWER,nan,37-47-1,nan
37,48,37/img/puzzle_37_e_48.png,"A man wants to get from room A to room B in his house. Each room is connected to any neighboring room by a door. The least number of doors that he needs to go through is: A: 3,B: 4,C: 6,D: 5,E: 2",E,nan,NO_FINAL_ANSWER,nan,37-48-1,nan
37,49,37/img/puzzle_37_e_49.png,"In a man's house, each room is connected to any neighboring room by a door. The man wants to get from room A to room B. The minimum number of doors that he needs to go through is: A: 4,B: 3,C: 2,D: 6,E: 1",C,nan,NO_FINAL_ANSWER,nan,37-49-1,nan
37,50,37/img/puzzle_37_e_50.png,"In a man's house, each room is connected to any neighboring room by a door. The man wants to get from room A to room B. What is the least number of doors that he needs to go through? A: 2,B: 3,C: 1,D: 5,E: 4",A,nan,NO_FINAL_ANSWER,nan,37-50-1,nan
37,51,37/img/puzzle_37_e_51.png,"A man wants to get from room A to room B in his house, where each room is connected to any neighboring room by a door. The minimum number of doors that he needs to go through is: A: 1,B: 2,C: 3,D: 5,E: 4",B,nan,NO_FINAL_ANSWER,nan,37-51-1,nan
37,52,37/img/puzzle_37_e_52.png,"Each room in a man's house is connected to any neighboring room by a door. Th man wants to get from room A to room B. The least number of doors that he needs to go through is: A: 5,B: 2,C: 1,D: 4,E: 3",E,nan,NO_FINAL_ANSWER,nan,37-52-1,nan
37,53,37/img/puzzle_37_e_53.png,"In a man's house, each room is connected to any neighboring room by a door. The man wants to get from room A to room B. What is the minimum number of doors that he needs to go through? A: 4,B: 1,C: 3,D: 5,E: 2",E,nan,NO_FINAL_ANSWER,nan,37-53-1,nan
37,54,37/img/puzzle_37_e_54.png,"A man wants to get from room A to room B in his house, where each room is connected to any neighboring room by a door. The least number of doors that he needs to go through is: A: 6,B: 4,C: 2,D: 1,E: 5",C,nan,NO_FINAL_ANSWER,nan,37-54-1,nan
37,55,37/img/puzzle_37_e_55.png,"Each room in a man's house is connected to any neighboring room by a door. The man wants to get from room A to room B. What is the minimum number of doors that he needs to go through? A: 4,B: 2,C: 5,D: 1,E: 3",D,nan,NO_FINAL_ANSWER,nan,37-55-1,nan
37,56,37/img/puzzle_37_e_56.png,"A man wants to get from room A to room B in his house. Each room is connected to any neighboring room by a door. What is the minimum number of doors that he needs to go through? A: 4,B: 2,C: 3,D: 1,E: 5",C,nan,NO_FINAL_ANSWER,nan,37-56-1,nan
37,57,37/img/puzzle_37_e_57.png,"In a man's house, each room is connected to any neighboring room by a door. The man wants to get from room A to room B. What is the least number of doors that he needs to go through? A: 7,B: 3,C: 4,D: 1,E: 6",B,nan,NO_FINAL_ANSWER,nan,37-57-1,nan
37,58,37/img/puzzle_37_e_58.png,"A man wants to get from room A to room B in his house, where each room is connected to any neighboring room by a door. What is the minimum number of doors that he needs to go through? A: 6,B: 3,C: 5,D: 2,E: 1",D,nan,NO_FINAL_ANSWER,nan,37-58-1,nan
37,59,37/img/puzzle_37_e_59.png,"Each room in a man's house is connected to any neighboring room by a door. Th man wants to get from room A to room B. The least number of doors that he needs to go through is: A: 1,B: 5,C: 7,D: 4,E: 3",E,nan,NO_FINAL_ANSWER,nan,37-59-1,nan
37,60,37/img/puzzle_37_e_60.png,"A man wants to get from room A to room B in his house. Each room is connected to any neighboring room by a door. What is the least number of doors that he needs to go through? A: 1,B: 2,C: 6,D: 3,E: 5",B,nan,NO_FINAL_ANSWER,nan,37-60-1,nan
37,61,37/img/puzzle_37_e_61.png,"Each room in a man's house is connected to any neighboring room by a door. The man wants to get from room A to room B. What is the minimum number of doors that he needs to go through? A: 2,B: 5,C: 1,D: 3,E: 4",A,nan,NO_FINAL_ANSWER,nan,37-61-1,nan
37,62,37/img/puzzle_37_e_62.png,"Each room in a man's house is connected to any neighboring room by a door. The man wants to get from room A to room B. What is the least number of doors that he needs to go through? A: 6,B: 4,C: 1,D: 2,E: 3",D,nan,NO_FINAL_ANSWER,nan,37-62-1,nan
37,63,37/img/puzzle_37_e_63.png,"Each room in a man's house is connected to any neighboring room by a door. The man wants to get from room A to room B. What is the minimum number of doors that he needs to go through? A: 4,B: 2,C: 1,D: 6,E: 5",B,nan,NO_FINAL_ANSWER,nan,37-63-1,nan
37,64,37/img/puzzle_37_e_64.png,"A man wants to get from room A to room B in his house. Each room is connected to any neighboring room by a door. What is the minimum number of doors that he needs to go through? A: 1,B: 2,C: 5,D: 6,E: 3",B,nan,NO_FINAL_ANSWER,nan,37-64-1,nan
37,65,37/img/puzzle_37_e_65.png,"A man wants to get from room A to room B in his house. Each room is connected to any neighboring room by a door. The minimum number of doors that he needs to go through is: A: 5,B: 1,C: 6,D: 3,E: 2",E,nan,NO_FINAL_ANSWER,nan,37-65-1,nan
37,66,37/img/puzzle_37_e_66.png,"In a man's house, each room is connected to any neighboring room by a door. The man wants to get from room A to room B. What is the minimum number of doors that he needs to go through? A: 2,B: 1,C: 3,D: 7,E: 4",C,nan,NO_FINAL_ANSWER,nan,37-66-1,nan
37,67,37/img/puzzle_37_e_67.png,"In a man's house, each room is connected to any neighboring room by a door. The man wants to get from room A to room B. What is the minimum number of doors that he needs to go through? A: 5,B: 2,C: 6,D: 4,E: 1",B,nan,NO_FINAL_ANSWER,nan,37-67-1,nan
37,68,37/img/puzzle_37_e_68.png,"A man wants to get from room A to room B in his house. Each room is connected to any neighboring room by a door. What is the least number of doors that he needs to go through? A: 5,B: 1,C: 3,D: 6,E: 2",E,nan,NO_FINAL_ANSWER,nan,37-68-1,nan
37,69,37/img/puzzle_37_e_69.png,"A man wants to get from room A to room B in his house. Each room is connected to any neighboring room by a door. The least number of doors that he needs to go through is: A: 3,B: 6,C: 1,D: 5,E: 2",E,nan,NO_FINAL_ANSWER,nan,37-69-1,nan
37,70,37/img/puzzle_37_e_70.png,"A man wants to get from room A to room B in his house. Each room is connected to any neighboring room by a door. What is the least number of doors that he needs to go through? A: 4,B: 2,C: 5,D: 3,E: 1",B,nan,NO_FINAL_ANSWER,nan,37-70-1,nan
37,71,37/img/puzzle_37_e_71.png,"In a man's house, each room is connected to any neighboring room by a door. The man wants to get from room A to room B. What is the least number of doors that he needs to go through? A: 6,B: 3,C: 7,D: 5,E: 1",B,nan,NO_FINAL_ANSWER,nan,37-71-1,nan
37,72,37/img/puzzle_37_e_72.png,"Each room in a man's house is connected to any neighboring room by a door. The man wants to get from room A to room B. What is the minimum number of doors that he needs to go through? A: 5,B: 4,C: 1,D: 2,E: 6",D,nan,NO_FINAL_ANSWER,nan,37-72-1,nan
37,73,37/img/puzzle_37_e_73.png,"In a man's house, each room is connected to any neighboring room by a door. The man wants to get from room A to room B. What is the least number of doors that he needs to go through? A: 2,B: 1,C: 5,D: 6,E: 3",E,nan,NO_FINAL_ANSWER,nan,37-73-1,nan
37,74,37/img/puzzle_37_e_74.png,"A man wants to get from room A to room B in his house. Each room is connected to any neighboring room by a door. The minimum number of doors that he needs to go through is: A: 4,B: 5,C: 8,D: 2,E: 7",A,nan,NO_FINAL_ANSWER,nan,37-74-1,nan
37,75,37/img/puzzle_37_e_75.png,"In a man's house, each room is connected to any neighboring room by a door. The man wants to get from room A to room B. What is the minimum number of doors that he needs to go through? A: 5,B: 6,C: 3,D: 4,E: 1",C,nan,NO_FINAL_ANSWER,nan,37-75-1,nan
37,76,37/img/puzzle_37_e_76.png,"A man wants to get from room A to room B in his house. Each room is connected to any neighboring room by a door. What is the least number of doors that he needs to go through? A: 6,B: 4,C: 7,D: 3,E: 1",D,nan,NO_FINAL_ANSWER,nan,37-76-1,nan
37,77,37/img/puzzle_37_e_77.png,"In a man's house, each room is connected to any neighboring room by a door. The man wants to get from room A to room B. The minimum number of doors that he needs to go through is: A: 5,B: 1,C: 3,D: 4,E: 2",E,nan,NO_FINAL_ANSWER,nan,37-77-1,nan
37,78,37/img/puzzle_37_e_78.png,"In a man's house, each room is connected to any neighboring room by a door. The man wants to get from room A to room B. The minimum number of doors that he needs to go through is: A: 2,B: 3,C: 5,D: 6,E: 4",A,nan,NO_FINAL_ANSWER,nan,37-78-1,nan
37,79,37/img/puzzle_37_e_79.png,"In a man's house, each room is connected to any neighboring room by a door. The man wants to get from room A to room B. The minimum number of doors that he needs to go through is: A: 2,B: 1,C: 6,D: 4,E: 3",A,nan,NO_FINAL_ANSWER,nan,37-79-1,nan
37,80,37/img/puzzle_37_e_80.png,"Each room in a man's house is connected to any neighboring room by a door. The man wants to get from room A to room B. What is the minimum number of doors that he needs to go through? A: 5,B: 1,C: 3,D: 6,E: 4",C,nan,NO_FINAL_ANSWER,nan,37-80-1,nan
37,81,37/img/puzzle_37_e_81.png,"In a man's house, each room is connected to any neighboring room by a door. The man wants to get from room A to room B. What is the least number of doors that he needs to go through? A: 5,B: 4,C: 3,D: 7,E: 6",C,nan,NO_FINAL_ANSWER,nan,37-81-1,nan
37,82,37/img/puzzle_37_e_82.png,"A man wants to get from room A to room B in his house, where each room is connected to any neighboring room by a door. The minimum number of doors that he needs to go through is: A: 2,B: 3,C: 5,D: 4,E: 1",A,nan,NO_FINAL_ANSWER,nan,37-82-1,nan
37,83,37/img/puzzle_37_e_83.png,"A man wants to get from room A to room B in his house, where each room is connected to any neighboring room by a door. What is the minimum number of doors that he needs to go through? A: 2,B: 1,C: 3,D: 6,E: 4",C,nan,NO_FINAL_ANSWER,nan,37-83-1,nan
37,84,37/img/puzzle_37_e_84.png,"In a man's house, each room is connected to any neighboring room by a door. The man wants to get from room A to room B. What is the least number of doors that he needs to go through? A: 4,B: 3,C: 2,D: 7,E: 1",B,nan,NO_FINAL_ANSWER,nan,37-84-1,nan
37,85,37/img/puzzle_37_e_85.png,"A man wants to get from room A to room B in his house, where each room is connected to any neighboring room by a door. The least number of doors that he needs to go through is: A: 6,B: 1,C: 3,D: 4,E: 2",E,nan,NO_FINAL_ANSWER,nan,37-85-1,nan
37,86,37/img/puzzle_37_e_86.png,"A man wants to get from room A to room B in his house. Each room is connected to any neighboring room by a door. The minimum number of doors that he needs to go through is: A: 3,B: 1,C: 2,D: 6,E: 4",A,nan,NO_FINAL_ANSWER,nan,37-86-1,nan
37,87,37/img/puzzle_37_e_87.png,"A man wants to get from room A to room B in his house. Each room is connected to any neighboring room by a door. What is the minimum number of doors that he needs to go through? A: 5,B: 4,C: 1,D: 2,E: 6",D,nan,NO_FINAL_ANSWER,nan,37-87-1,nan
37,88,37/img/puzzle_37_e_88.png,"Each room in a man's house is connected to any neighboring room by a door. The man wants to get from room A to room B. What is the minimum number of doors that he needs to go through? A: 6,B: 1,C: 3,D: 2,E: 4",C,nan,NO_FINAL_ANSWER,nan,37-88-1,nan
37,89,37/img/puzzle_37_e_89.png,"A man wants to get from room A to room B in his house. Each room is connected to any neighboring room by a door. The least number of doors that he needs to go through is: A: 3,B: 5,C: 2,D: 6,E: 4",C,nan,NO_FINAL_ANSWER,nan,37-89-1,nan
37,90,37/img/puzzle_37_e_90.png,"Each room in a man's house is connected to any neighboring room by a door. Th man wants to get from room A to room B. The least number of doors that he needs to go through is: A: 3,B: 1,C: 2,D: 4,E: 5",C,nan,NO_FINAL_ANSWER,nan,37-90-1,nan
37,91,37/img/puzzle_37_e_91.png,"In a man's house, each room is connected to any neighboring room by a door. The man wants to get from room A to room B. What is the least number of doors that he needs to go through? A: 2,B: 3,C: 1,D: 6,E: 4",B,nan,NO_FINAL_ANSWER,nan,37-91-1,nan
37,92,37/img/puzzle_37_e_92.png,"A man wants to get from room A to room B in his house. Each room is connected to any neighboring room by a door. What is the minimum number of doors that he needs to go through? A: 3,B: 1,C: 5,D: 6,E: 2",E,nan,NO_FINAL_ANSWER,nan,37-92-1,nan
37,93,37/img/puzzle_37_e_93.png,"A man wants to get from room A to room B in his house, where each room is connected to any neighboring room by a door. What is the minimum number of doors that he needs to go through? A: 2,B: 1,C: 5,D: 6,E: 3",A,nan,NO_FINAL_ANSWER,nan,37-93-1,nan
37,94,37/img/puzzle_37_e_94.png,"In a man's house, each room is connected to any neighboring room by a door. The man wants to get from room A to room B. What is the least number of doors that he needs to go through? A: 2,B: 3,C: 4,D: 1,E: 6",B,nan,NO_FINAL_ANSWER,nan,37-94-1,nan
37,95,37/img/puzzle_37_e_95.png,"Each room in a man's house is connected to any neighboring room by a door. The man wants to get from room A to room B. The minimum number of doors that he needs to go through is: A: 6,B: 3,C: 1,D: 2,E: 5",D,nan,NO_FINAL_ANSWER,nan,37-95-1,nan
37,96,37/img/puzzle_37_e_96.png,"A man wants to get from room A to room B in his house. Each room is connected to any neighboring room by a door. The minimum number of doors that he needs to go through is: A: 5,B: 2,C: 6,D: 3,E: 1",D,nan,NO_FINAL_ANSWER,nan,37-96-1,nan
37,97,37/img/puzzle_37_e_97.png,"A man wants to get from room A to room B in his house, where each room is connected to any neighboring room by a door. The minimum number of doors that he needs to go through is: A: 6,B: 2,C: 4,D: 5,E: 3",E,nan,NO_FINAL_ANSWER,nan,37-97-1,nan
37,98,37/img/puzzle_37_e_98.png,"Each room in a man's house is connected to any neighboring room by a door. The man wants to get from room A to room B. What is the least number of doors that he needs to go through? A: 6,B: 4,C: 3,D: 5,E: 2",E,nan,NO_FINAL_ANSWER,nan,37-98-1,nan
37,99,37/img/puzzle_37_e_99.png,"A man wants to get from room A to room B in his house. Each room is connected to any neighboring room by a door. The least number of doors that he needs to go through is: A: 4,B: 5,C: 1,D: 3,E: 2",E,nan,NO_FINAL_ANSWER,nan,37-99-1,nan
37,100,37/img/puzzle_37_e_100.png,"A man wants to get from room A to room B in his house. Each room is connected to any neighboring room by a door. The least number of doors that he needs to go through is: A: 6,B: 3,C: 1,D: 7,E: 2",B,nan,NO_FINAL_ANSWER,nan,37-100-1,nan
37,101,37/img/puzzle_37_e_101.png,"A man wants to get from room A to room B in his house, where each room is connected to any neighboring room by a door. The least number of doors that he needs to go through is: A: 1,B: 5,C: 6,D: 2,E: 4",D,nan,NO_FINAL_ANSWER,nan,37-101-1,nan
37,102,37/img/puzzle_37_e_102.png,"A man wants to get from room A to room B in his house, where each room is connected to any neighboring room by a door. What is the least number of doors that he needs to go through? A: 2,B: 1,C: 7,D: 3,E: 4",D,nan,NO_FINAL_ANSWER,nan,37-102-1,nan
37,103,37/img/puzzle_37_e_103.png,"In a man's house, each room is connected to any neighboring room by a door. The man wants to get from room A to room B. The least number of doors that he needs to go through is: A: 5,B: 6,C: 4,D: 7,E: 3",E,nan,NO_FINAL_ANSWER,nan,37-103-1,nan
37,104,37/img/puzzle_37_e_104.png,"A man wants to get from room A to room B in his house. Each room is connected to any neighboring room by a door. The minimum number of doors that he needs to go through is: A: 1,B: 2,C: 3,D: 6,E: 4",B,nan,NO_FINAL_ANSWER,nan,37-104-1,nan
37,105,37/img/puzzle_37_e_105.png,"A man wants to get from room A to room B in his house, where each room is connected to any neighboring room by a door. The least number of doors that he needs to go through is: A: 4,B: 2,C: 3,D: 7,E: 5",C,nan,NO_FINAL_ANSWER,nan,37-105-1,nan
37,106,37/img/puzzle_37_e_106.png,"A man wants to get from room A to room B in his house, where each room is connected to any neighboring room by a door. The minimum number of doors that he needs to go through is: A: 2,B: 3,C: 1,D: 4,E: 6",A,nan,NO_FINAL_ANSWER,nan,37-106-1,nan
37,107,37/img/puzzle_37_e_107.png,"A man wants to get from room A to room B in his house. Each room is connected to any neighboring room by a door. What is the least number of doors that he needs to go through? A: 2,B: 5,C: 7,D: 1,E: 3",E,nan,NO_FINAL_ANSWER,nan,37-107-1,nan
37,108,37/img/puzzle_37_e_108.png,"A man wants to get from room A to room B in his house. Each room is connected to any neighboring room by a door. What is the least number of doors that he needs to go through? A: 1,B: 2,C: 4,D: 3,E: 6",B,nan,NO_FINAL_ANSWER,nan,37-108-1,nan
