puzzle_id,sub_puzzle_id,image_path,origin_question,true_answer,sub_question,answer,level,sub_question_id,subquestion_image_path,best_score
94,4,94/img/puzzle_94_4.png,"In the figure is presented two mushrooms. What is the gap between their heights? A: 8,B: 7,C: 5,D: 6,E: 4",C,What is the difference in height between the two mushrooms?,5,2,94-4-2,94/puzzle_94_4_grid5.png,0.3411280214786529
94,4,94/img/puzzle_94_4.png,"In the figure is presented two mushrooms. What is the gap between their heights? A: 8,B: 7,C: 5,D: 6,E: 4",C,,C,,94-4-2,94/puzzle_94_4_grid13.png,0.2452328205108642
94,4,94/img/puzzle_94_4.png,"In the figure is presented two mushrooms. What is the gap between their heights? A: 8,B: 7,C: 5,D: 6,E: 4",C,How to calculate the gap between the heights of the two mushrooms?,Subtract the height of the shorter mushroom from the height of the taller mushroom,0,94-4-3,94/puzzle_94_4_grid5.png,0.3268771469593048
94,4,94/img/puzzle_94_4.png,"In the figure is presented two mushrooms. What is the gap between their heights? A: 8,B: 7,C: 5,D: 6,E: 4",C,What is the height of the taller mushroom?,9,1,94-4-3,94/puzzle_94_4_grid4.png,0.3236773908138275
94,4,94/img/puzzle_94_4.png,"In the figure is presented two mushrooms. What is the gap between their heights? A: 8,B: 7,C: 5,D: 6,E: 4",C,What is the height of the shorter mushroom?,4,2,94-4-3,94/puzzle_94_4_grid5.png,0.3108467757701874
94,4,94/img/puzzle_94_4.png,"In the figure is presented two mushrooms. What is the gap between their heights? A: 8,B: 7,C: 5,D: 6,E: 4",C,What operation do we perform to find the gap between the heights?,Subtract the height of the shorter mushroom from the height of the taller mushroom,3,94-4-3,94/puzzle_94_4_grid4.png,0.3169524073600769
94,4,94/img/puzzle_94_4.png,"In the figure is presented two mushrooms. What is the gap between their heights? A: 8,B: 7,C: 5,D: 6,E: 4",C,,C,,94-4-3,94/puzzle_94_4_grid13.png,0.2452328205108642
94,5,94/img/puzzle_94_5.png,"The image presents two trees. How much is the difference between their heights? A: 18,B: 16,C: 6,D: 15,E: 10",B,What is the height of the taller tree?,19,0,94-5-1,94/puzzle_94_5_grid12.png,0.3144542872905731
94,5,94/img/puzzle_94_5.png,"The image presents two trees. How much is the difference between their heights? A: 18,B: 16,C: 6,D: 15,E: 10",B,What is the height of the shorter tree?,3,1,94-5-1,94/puzzle_94_5_grid4.png,0.3237957954406738
94,5,94/img/puzzle_94_5.png,"The image presents two trees. How much is the difference between their heights? A: 18,B: 16,C: 6,D: 15,E: 10",B,What is the difference in height between the two trees?,16,2,94-5-1,94/puzzle_94_5_grid5.png,0.3253087699413299
94,5,94/img/puzzle_94_5.png,"The image presents two trees. How much is the difference between their heights? A: 18,B: 16,C: 6,D: 15,E: 10",B,,B,,94-5-1,94/puzzle_94_5_grid12.png,0.2323568910360336
94,5,94/img/puzzle_94_5.png,"The image presents two trees. How much is the difference between their heights? A: 18,B: 16,C: 6,D: 15,E: 10",B,What is the height of the shorter tree?,3,0,94-5-2,94/puzzle_94_5_grid4.png,0.3237957954406738
94,5,94/img/puzzle_94_5.png,"The image presents two trees. How much is the difference between their heights? A: 18,B: 16,C: 6,D: 15,E: 10",B,,B,,94-5-2,94/puzzle_94_5_grid12.png,0.2323568910360336
94,5,94/img/puzzle_94_5.png,"The image presents two trees. How much is the difference between their heights? A: 18,B: 16,C: 6,D: 15,E: 10",B,What is the difference between the heights of the two trees?,16,0,94-5-3,94/puzzle_94_5_grid5.png,0.3241061270236969
94,5,94/img/puzzle_94_5.png,"The image presents two trees. How much is the difference between their heights? A: 18,B: 16,C: 6,D: 15,E: 10",B,,B,,94-5-3,94/puzzle_94_5_grid12.png,0.2323568910360336
94,6,94/img/puzzle_94_6.png,"In the drawing is depicted two trees. How much is the difference between their peaks? A: 0,B: 8,C: 6,D: 11,E: 4",E,What is the height of the first tree?,14,0,94-6-1,,
94,6,94/img/puzzle_94_6.png,"In the drawing is depicted two trees. How much is the difference between their peaks? A: 0,B: 8,C: 6,D: 11,E: 4",E,What is the height of the second tree?,10,1,94-6-1,,
94,6,94/img/puzzle_94_6.png,"In the drawing is depicted two trees. How much is the difference between their peaks? A: 0,B: 8,C: 6,D: 11,E: 4",E,,C,,94-6-1,,
94,6,94/img/puzzle_94_6.png,"In the drawing is depicted two trees. How much is the difference between their peaks? A: 0,B: 8,C: 6,D: 11,E: 4",E,What is the height of the second tree?,10,0,94-6-2,,
94,6,94/img/puzzle_94_6.png,"In the drawing is depicted two trees. How much is the difference between their peaks? A: 0,B: 8,C: 6,D: 11,E: 4",E,What is the height of the first tree?,14,1,94-6-2,,
94,6,94/img/puzzle_94_6.png,"In the drawing is depicted two trees. How much is the difference between their peaks? A: 0,B: 8,C: 6,D: 11,E: 4",E,,B,,94-6-2,,
94,6,94/img/puzzle_94_6.png,"In the drawing is depicted two trees. How much is the difference between their peaks? A: 0,B: 8,C: 6,D: 11,E: 4",E,How much is the difference between the peaks of the two trees?,4,0,94-6-3,94/puzzle_94_6_grid5.png,0.3057378232479095
94,6,94/img/puzzle_94_6.png,"In the drawing is depicted two trees. How much is the difference between their peaks? A: 0,B: 8,C: 6,D: 11,E: 4",E,,E,,94-6-3,94/puzzle_94_6_grid4.png,0.2430435568094253
94,7,94/img/puzzle_94_7.png,"The cartoon shows two trees. How much is the difference between their heights? A: 9,B: 15,C: 12,D: 0,E: 3",E,What is the height of the taller tree?,16,0,94-7-1,94/puzzle_94_7_grid6.png,0.2906256020069122
94,7,94/img/puzzle_94_7.png,"The cartoon shows two trees. How much is the difference between their heights? A: 9,B: 15,C: 12,D: 0,E: 3",E,What is the height of the shorter tree?,13,1,94-7-1,94/puzzle_94_7_grid6.png,0.2984839677810669
94,7,94/img/puzzle_94_7.png,"The cartoon shows two trees. How much is the difference between their heights? A: 9,B: 15,C: 12,D: 0,E: 3",E,What is the difference between the height of the taller tree and the shorter tree?,3,2,94-7-1,94/puzzle_94_7_grid4.png,0.2846126854419708
94,7,94/img/puzzle_94_7.png,"The cartoon shows two trees. How much is the difference between their heights? A: 9,B: 15,C: 12,D: 0,E: 3",E,,E,,94-7-1,94/puzzle_94_7_grid9.png,0.2376179844141006
94,7,94/img/puzzle_94_7.png,"The cartoon shows two trees. How much is the difference between their heights? A: 9,B: 15,C: 12,D: 0,E: 3",E,What is the height of the shorter tree?,13,0,94-7-2,94/puzzle_94_7_grid6.png,0.2984839677810669
94,7,94/img/puzzle_94_7.png,"The cartoon shows two trees. How much is the difference between their heights? A: 9,B: 15,C: 12,D: 0,E: 3",E,What is the height of the taller tree?,16,1,94-7-2,94/puzzle_94_7_grid6.png,0.2906256020069122
94,7,94/img/puzzle_94_7.png,"The cartoon shows two trees. How much is the difference between their heights? A: 9,B: 15,C: 12,D: 0,E: 3",E,What is the difference between the height of the taller tree and the height of the shorter tree?,3,2,94-7-2,94/puzzle_94_7_grid6.png,0.2870752513408661
94,7,94/img/puzzle_94_7.png,"The cartoon shows two trees. How much is the difference between their heights? A: 9,B: 15,C: 12,D: 0,E: 3",E,,E,,94-7-2,94/puzzle_94_7_grid9.png,0.2376179844141006
94,7,94/img/puzzle_94_7.png,"The cartoon shows two trees. How much is the difference between their heights? A: 9,B: 15,C: 12,D: 0,E: 3",E,What is the difference between the heights of the two trees?,3,0,94-7-3,94/puzzle_94_7_grid6.png,0.2761217653751373
94,7,94/img/puzzle_94_7.png,"The cartoon shows two trees. How much is the difference between their heights? A: 9,B: 15,C: 12,D: 0,E: 3",E,,E,,94-7-3,94/puzzle_94_7_grid9.png,0.2376179844141006
94,8,94/img/puzzle_94_8.png,"In the drawing is depicted two trees. What is the difference between their elevations? A: 2,B: 8,C: 14,D: 0,E: 3",E,What is the elevation of the taller tree?,15,0,94-8-1,94/puzzle_94_8_grid4.png,0.2828588187694549
94,8,94/img/puzzle_94_8.png,"In the drawing is depicted two trees. What is the difference between their elevations? A: 2,B: 8,C: 14,D: 0,E: 3",E,What is the elevation of the shorter tree?,12,1,94-8-1,94/puzzle_94_8_grid13.png,0.2893920242786407
94,8,94/img/puzzle_94_8.png,"In the drawing is depicted two trees. What is the difference between their elevations? A: 2,B: 8,C: 14,D: 0,E: 3",E,,E,,94-8-1,94/puzzle_94_8_grid13.png,0.2410104870796203
94,8,94/img/puzzle_94_8.png,"In the drawing is depicted two trees. What is the difference between their elevations? A: 2,B: 8,C: 14,D: 0,E: 3",E,What is the elevation of the shorter tree?,12,0,94-8-2,94/puzzle_94_8_grid13.png,0.2893920242786407
94,8,94/img/puzzle_94_8.png,"In the drawing is depicted two trees. What is the difference between their elevations? A: 2,B: 8,C: 14,D: 0,E: 3",E,What is the elevation of the taller tree?,15,1,94-8-2,94/puzzle_94_8_grid4.png,0.2828588187694549
94,8,94/img/puzzle_94_8.png,"In the drawing is depicted two trees. What is the difference between their elevations? A: 2,B: 8,C: 14,D: 0,E: 3",E,What is the difference in elevation between the taller tree and the shorter tree?,3,2,94-8-2,94/puzzle_94_8_grid4.png,0.3036018908023834
94,8,94/img/puzzle_94_8.png,"In the drawing is depicted two trees. What is the difference between their elevations? A: 2,B: 8,C: 14,D: 0,E: 3",E,,E,,94-8-2,94/puzzle_94_8_grid13.png,0.2410104870796203
94,8,94/img/puzzle_94_8.png,"In the drawing is depicted two trees. What is the difference between their elevations? A: 2,B: 8,C: 14,D: 0,E: 3",E,How do you calculate the difference in elevation between the two trees?,Subtract the elevation of the shorter tree from the elevation of the taller tree.,0,94-8-3,94/puzzle_94_8_grid4.png,0.2898450195789337
94,8,94/img/puzzle_94_8.png,"In the drawing is depicted two trees. What is the difference between their elevations? A: 2,B: 8,C: 14,D: 0,E: 3",E,What is the elevation of the taller tree?,15,1,94-8-3,94/puzzle_94_8_grid4.png,0.2828588187694549
94,8,94/img/puzzle_94_8.png,"In the drawing is depicted two trees. What is the difference between their elevations? A: 2,B: 8,C: 14,D: 0,E: 3",E,What is the elevation of the shorter tree?,12,2,94-8-3,94/puzzle_94_8_grid13.png,0.2893920242786407
94,8,94/img/puzzle_94_8.png,"In the drawing is depicted two trees. What is the difference between their elevations? A: 2,B: 8,C: 14,D: 0,E: 3",E,,E,,94-8-3,94/puzzle_94_8_grid13.png,0.2410104870796203
94,9,94/img/puzzle_94_9.png,"The figure shows two buildings. What is the difference between their peaks? A: 0,B: 2,C: 1,D: 4,E: 3",E,What is the peak height of the taller building?,6,0,94-9-1,,
94,9,94/img/puzzle_94_9.png,"The figure shows two buildings. What is the difference between their peaks? A: 0,B: 2,C: 1,D: 4,E: 3",E,What is the peak height of the shorter building?,3,1,94-9-1,,
94,9,94/img/puzzle_94_9.png,"The figure shows two buildings. What is the difference between their peaks? A: 0,B: 2,C: 1,D: 4,E: 3",E,,D,,94-9-1,,
94,9,94/img/puzzle_94_9.png,"The figure shows two buildings. What is the difference between their peaks? A: 0,B: 2,C: 1,D: 4,E: 3",E,What is the peak height of the shorter building?,3,0,94-9-2,94/puzzle_94_9_grid12.png,0.2948146462440491
94,9,94/img/puzzle_94_9.png,"The figure shows two buildings. What is the difference between their peaks? A: 0,B: 2,C: 1,D: 4,E: 3",E,What is the peak height of the taller building?,6,1,94-9-2,94/puzzle_94_9_grid4.png,0.2965995371341705
94,9,94/img/puzzle_94_9.png,"The figure shows two buildings. What is the difference between their peaks? A: 0,B: 2,C: 1,D: 4,E: 3",E,What is the height difference between the taller and the shorter building?,3,2,94-9-2,94/puzzle_94_9_grid4.png,0.2896836102008819
94,9,94/img/puzzle_94_9.png,"The figure shows two buildings. What is the difference between their peaks? A: 0,B: 2,C: 1,D: 4,E: 3",E,,E,,94-9-2,94/puzzle_94_9_grid4.png,0.2633921504020691
94,9,94/img/puzzle_94_9.png,"The figure shows two buildings. What is the difference between their peaks? A: 0,B: 2,C: 1,D: 4,E: 3",E,What is the difference between the peak heights of the two buildings?,3,0,94-9-3,94/puzzle_94_9_grid12.png,0.2829518318176269
94,9,94/img/puzzle_94_9.png,"The figure shows two buildings. What is the difference between their peaks? A: 0,B: 2,C: 1,D: 4,E: 3",E,,E,,94-9-3,94/puzzle_94_9_grid4.png,0.2633921504020691
94,10,94/img/puzzle_94_10.png,"The figure shows two buildings. What is the difference between their heights? A: 0,B: 7,C: 5,D: 6,E: 4",D,What is the height of the taller building?,9,0,94-10-1,94/puzzle_94_10_grid6.png,0.2694494724273681
94,10,94/img/puzzle_94_10.png,"The figure shows two buildings. What is the difference between their heights? A: 0,B: 7,C: 5,D: 6,E: 4",D,What is the height of the shorter building?,3,1,94-10-1,94/puzzle_94_10_grid6.png,0.2789174616336822
94,10,94/img/puzzle_94_10.png,"The figure shows two buildings. What is the difference between their heights? A: 0,B: 7,C: 5,D: 6,E: 4",D,,D,,94-10-1,94/puzzle_94_10_grid13.png,0.2492240965366363
94,10,94/img/puzzle_94_10.png,"The figure shows two buildings. What is the difference between their heights? A: 0,B: 7,C: 5,D: 6,E: 4",D,What is the height of the shorter building?,3,0,94-10-2,,
94,10,94/img/puzzle_94_10.png,"The figure shows two buildings. What is the difference between their heights? A: 0,B: 7,C: 5,D: 6,E: 4",D,What is the height of the taller building?,9,1,94-10-2,,
94,10,94/img/puzzle_94_10.png,"The figure shows two buildings. What is the difference between their heights? A: 0,B: 7,C: 5,D: 6,E: 4",D,,B,,94-10-2,,
94,10,94/img/puzzle_94_10.png,"The figure shows two buildings. What is the difference between their heights? A: 0,B: 7,C: 5,D: 6,E: 4",D,What is the difference between the heights of the two buildings?,6,0,94-10-3,94/puzzle_94_10_grid5.png,0.2780129909515381
94,10,94/img/puzzle_94_10.png,"The figure shows two buildings. What is the difference between their heights? A: 0,B: 7,C: 5,D: 6,E: 4",D,,D,,94-10-3,94/puzzle_94_10_grid13.png,0.2492240965366363
94,11,94/img/puzzle_94_11.png,"In the image is displayed two trees. What is the gap between their heights? A: 1,B: 2,C: 3,D: 0,E: 4",E,What is the height of the taller tree?,10,0,94-11-1,94/puzzle_94_11_grid1.png,0.3164296746253967
94,11,94/img/puzzle_94_11.png,"In the image is displayed two trees. What is the gap between their heights? A: 1,B: 2,C: 3,D: 0,E: 4",E,What is the height of the shorter tree?,6,1,94-11-1,94/puzzle_94_11_grid1.png,0.3026089668273926
94,11,94/img/puzzle_94_11.png,"In the image is displayed two trees. What is the gap between their heights? A: 1,B: 2,C: 3,D: 0,E: 4",E,,E,,94-11-1,94/puzzle_94_11_grid1.png,0.2406414300203323
94,11,94/img/puzzle_94_11.png,"In the image is displayed two trees. What is the gap between their heights? A: 1,B: 2,C: 3,D: 0,E: 4",E,What is the height of the shorter tree?,6,0,94-11-2,94/puzzle_94_11_grid1.png,0.3026089668273926
94,11,94/img/puzzle_94_11.png,"In the image is displayed two trees. What is the gap between their heights? A: 1,B: 2,C: 3,D: 0,E: 4",E,What is the height of the taller tree?,10,1,94-11-2,94/puzzle_94_11_grid1.png,0.3164296746253967
94,11,94/img/puzzle_94_11.png,"In the image is displayed two trees. What is the gap between their heights? A: 1,B: 2,C: 3,D: 0,E: 4",E,,E,,94-11-2,94/puzzle_94_11_grid1.png,0.2406414300203323
94,11,94/img/puzzle_94_11.png,"In the image is displayed two trees. What is the gap between their heights? A: 1,B: 2,C: 3,D: 0,E: 4",E,What is the difference in height between the two trees?,4,0,94-11-3,94/puzzle_94_11_grid1.png,0.3003249168395996
94,11,94/img/puzzle_94_11.png,"In the image is displayed two trees. What is the gap between their heights? A: 1,B: 2,C: 3,D: 0,E: 4",E,,E,,94-11-3,94/puzzle_94_11_grid1.png,0.2406414300203323
94,12,94/img/puzzle_94_12.png,"In the figure is pictured two buildings. What is the difference between their heights? A: 17,B: 1,C: 12,D: 7,E: 6",C,What is the height of the taller building?,19,0,94-12-1,94/puzzle_94_12_grid1.png,0.2842503488063812
94,12,94/img/puzzle_94_12.png,"In the figure is pictured two buildings. What is the difference between their heights? A: 17,B: 1,C: 12,D: 7,E: 6",C,What is the height of the shorter building?,7,1,94-12-1,94/puzzle_94_12_grid1.png,0.2827720046043396
94,12,94/img/puzzle_94_12.png,"In the figure is pictured two buildings. What is the difference between their heights? A: 17,B: 1,C: 12,D: 7,E: 6",C,What is the difference between the height of the taller building and the height of the shorter building?,12,2,94-12-1,94/puzzle_94_12_grid1.png,0.2785827815532684
94,12,94/img/puzzle_94_12.png,"In the figure is pictured two buildings. What is the difference between their heights? A: 17,B: 1,C: 12,D: 7,E: 6",C,,C,,94-12-1,94/puzzle_94_12_grid8.png,0.2495873868465423
94,12,94/img/puzzle_94_12.png,"In the figure is pictured two buildings. What is the difference between their heights? A: 17,B: 1,C: 12,D: 7,E: 6",C,What is the height of the shorter building?,7,0,94-12-2,94/puzzle_94_12_grid1.png,0.2827720046043396
94,12,94/img/puzzle_94_12.png,"In the figure is pictured two buildings. What is the difference between their heights? A: 17,B: 1,C: 12,D: 7,E: 6",C,,C,,94-12-2,94/puzzle_94_12_grid8.png,0.2495873868465423
94,12,94/img/puzzle_94_12.png,"In the figure is pictured two buildings. What is the difference between their heights? A: 17,B: 1,C: 12,D: 7,E: 6",C,What is the difference between the heights of the two buildings?,12,0,94-12-3,94/puzzle_94_12_grid5.png,0.2796193063259125
94,12,94/img/puzzle_94_12.png,"In the figure is pictured two buildings. What is the difference between their heights? A: 17,B: 1,C: 12,D: 7,E: 6",C,,C,,94-12-3,94/puzzle_94_12_grid8.png,0.2495873868465423
94,13,94/img/puzzle_94_13.png,"The image shows two mushrooms. How much is the difference between their elevations? A: 4,B: 0,C: 3,D: 1,E: 5",C,What is the elevation of the taller mushroom?,6,0,94-13-1,,
94,13,94/img/puzzle_94_13.png,"The image shows two mushrooms. How much is the difference between their elevations? A: 4,B: 0,C: 3,D: 1,E: 5",C,What is the elevation of the shorter mushroom?,3,1,94-13-1,,
94,13,94/img/puzzle_94_13.png,"The image shows two mushrooms. How much is the difference between their elevations? A: 4,B: 0,C: 3,D: 1,E: 5",C,,E,,94-13-1,,
94,13,94/img/puzzle_94_13.png,"The image shows two mushrooms. How much is the difference between their elevations? A: 4,B: 0,C: 3,D: 1,E: 5",C,What is the elevation of the shorter mushroom?,3,0,94-13-2,,
94,13,94/img/puzzle_94_13.png,"The image shows two mushrooms. How much is the difference between their elevations? A: 4,B: 0,C: 3,D: 1,E: 5",C,What is the elevation of the taller mushroom?,6,1,94-13-2,,
94,13,94/img/puzzle_94_13.png,"The image shows two mushrooms. How much is the difference between their elevations? A: 4,B: 0,C: 3,D: 1,E: 5",C,,E,,94-13-2,,
94,13,94/img/puzzle_94_13.png,"The image shows two mushrooms. How much is the difference between their elevations? A: 4,B: 0,C: 3,D: 1,E: 5",C,What is the difference between their elevations?,3,0,94-13-3,94/puzzle_94_13_grid6.png,0.2617815434932709
94,13,94/img/puzzle_94_13.png,"The image shows two mushrooms. How much is the difference between their elevations? A: 4,B: 0,C: 3,D: 1,E: 5",C,,C,,94-13-3,94/puzzle_94_13_grid8.png,0.2474106252193451
94,14,94/img/puzzle_94_14.png,"The cartoon demonstrates two buildings. How much is the gap between their heights? A: 12,B: 2,C: 6,D: 5,E: 14",D,What is the height of the taller building?,16,0,94-14-1,,
94,14,94/img/puzzle_94_14.png,"The cartoon demonstrates two buildings. How much is the gap between their heights? A: 12,B: 2,C: 6,D: 5,E: 14",D,What is the height of the shorter building?,11,1,94-14-1,,
